"rep","seed","multilayer_dice","unilayer_dice","multilayer_ari","unilayer_ari","multilayer_K_median","unilayer_K_median","multilayer_split_rate","unilayer_split_rate","multilayer_merge_rate","unilayer_merge_rate"
1,20260502,0.754781615757922,0.473754329869438,0.67507525453037,0.287332958001591,5,4,0.112984822934233,0.127815888470901,0.0263087520632959,0.0578052215361283
